137.08665,76.83012,250.02499
756.16506,1998.86466,109.98914
1440.21484,1613.78122,1791.97208
1681.68424,545.76823,1518.54743
355.17699,1627.90288,805.90645
1490.26187,1130.03765,1535.13642
622.03223,168.97468,782.15226
1434.58917,1301.34475,250.6868
788.38278,1806.00689,1206.03318
707.39161,1052.23442,1332.81622
783.31062,1917.75491,396.99451
1114.59935,1776.00492,1334.50326
1565.20552,1485.24411,1892.78729
1343.71704,1220.52846,1589.25825
1173.44131,1089.2908,805.41824
550.45294,1099.91596,1426.6369
1721.79696,464.58414,690.01939
369.94221,81.13892,919.11979
1271.31782,965.31497,1328.43138
790.5823,436.46858,1633.35194
1683.99347,885.32769,1763.35956
754.04816,845.83202,392.06262
563.05186,577.78817,1764.54801
164.71716,1243.62712,1073.80813
707.57938,794.02386,1772.97678
638.65648,1180.6298,140.66968
1340.45175,1188.91732,1614.04619
1114.73478,180.67159,1778.19846
1152.84891,854.78466,1652.99679
1878.38094,1334.4554,1699.35854
544.17017,153.49212,1818.63956
190.24865,1387.46301,547.45937
474.04649,106.03243,1520.61101
967.40899,1365.84463,1445.22124
806.3738,804.65032,1967.5411
303.97418,1690.5637,142.58023
1711.1759,189.41968,212.47078
137.70618,1897.52015,873.82642
1445.98708,1450.72882,1126.75595
1797.20169,199.33124,769.56264
1703.60617,1880.02618,1434.85588
1905.65823,1538.96957,623.54919
1534.92961,1214.78356,947.3814
1292.98623,155.67363,1609.37064
1006.78568,945.88125,826.89646
676.60978,1302.70945,1952.06461
1496.91171,1048.49604,331.04142
416.94531,990.3016,1989.27874
1840.65032,360.14648,1298.83685
910.56924,182.96134,1258.92961
401.9915,1476.95193,105.00856
639.64671,132.91981,554.49424
1314.78613,312.62008,912.64324
1548.19803,1108.09918,1915.90438
466.71527,1684.96029,479.95671
1058.37334,174.87311,1606.57969
1444.53972,1383.63579,1160.44464
1563.7784,1361.09323,1976.60527
1153.02907,1482.74738,988.66715
1498.54038,1276.42099,1051.56164
720.25132,1090.90236,412.32228
1805.28159,45.45195,716.19329
1993.52194,1235.93224,461.62432
947.11842,1749.76682,624.03671
265.59898,1397.16052,922.44435
1110.70478,402.80709,374.64687
247.98454,1802.07778,987.44018
1245.30499,1807.59773,1621.42207
953.95036,144.5968,1978.32323
1018.4101,96.37334,852.232
1811.89453,697.51292,1244.67669
848.8971,605.94448,1644.79734
1442.72876,615.18305,1664.88737
930.53131,1527.20403,562.09238
1629.85016,746.47801,504.37577
1070.64107,549.99015,1467.00102
791.782,1124.25522,793.5814
375.22348,28.83063,1762.91539
33.72705,1369.30835,1568.06233
63.18436,1896.66546,1726.45044
1274.958,1537.04814,152.53274
1897.96929,803.49509,1214.02205
1156.71721,615.53902,635.57565
1317.37232,1972.77446,566.87862
1671.27004,598.60076,1103.48321
909.8849,628.5837,486.1776
1872.81714,971.16816,414.76531
46.37003,677.77776,1603.89509
356.91467,169.52428,1651.79725
1915.02025,1258.04682,1212.56805
1267.48738,1838.89956,1130.20224
212.61138,786.89042,1643.86995
722.58082,277.16185,624.99527
1680.3692,540.82842,292.40202
916.11228,1957.71177,1261.81101
1292.48639,1148.74827,1675.41528
1429.95254,287.73858,1390.56592
526.37259,1586.10775,1229.60431
1763.02177,412.13565,729.47172
1409.15861,1211.17131,175.41247
1631.78225,1998.76375,37.88095
1230.70848,400.41912,1814.01657
1784.1197,1046.41934,1119.01433
1402.07961,1267.85018,670.84869
471.94682,757.92248,1627.47283
524.14264,1151.05128,1623.75224
816.74338,33.60627,1869.57423
1245.89513,789.51817,1531.47836
379.23422,275.67524,1958.24505
966.23216,718.65712,792.32432
1181.70047,1524.1366,1832.77485
349.14336,731.93881,1758.91182
1899.23435,986.51694,1268.5058
1895.65488,263.76967,1516.23355
248.77529,680.58479,1040.98856
485.81418,567.83835,1662.3176
1991.47106,55.83289,1694.996
1618.14188,1954.92068,1755.7899
975.70034,1299.27119,1929.38508
672.75166,1004.88676,848.47581
1267.06967,1611.08529,1097.97196
374.3571,239.53919,1628.09445
562.88737,1512.28028,440.487
1458.35294,1203.27129,1698.31805
1318.5982,1129.71165,10.70226
11.46135,271.62105,19.40133
663.44977,313.13064,1274.47998
1996.04895,243.72268,1793.83232
1623.42201,1964.44155,1864.20076
1765.25868,1847.66014,643.08028
142.28656,1979.47883,678.21721
1777.44455,1832.36184,1853.52573
1499.68819,1447.42242,1175.65952
617.69576,1040.52245,516.79773
496.86788,1756.59886,884.93537
1823.28188,635.43769,1827.92006
177.44161,1558.44497,677.18469
1756.9333,391.59268,1439.10748
1749.18384,785.16299,1201.91854
1494.8367,878.03588,213.29586
1195.59005,1975.71129,698.05687
982.18008,1465.05335,1148.27441
116.32695,1518.52598,241.87345
1451.22587,102.3868,1334.60896
1934.02986,340.57077,1911.9422
595.29032,1395.4546,728.05591
426.27021,377.59946,1629.00179
942.56903,1727.41267,774.91667
1481.44083,449.64096,1089.4694
960.25335,1060.61785,680.14875
1232.19069,404.47991,32.90378
308.29922,910.94398,101.6028
975.78752,253.4972,214.55287
1837.01915,1857.04564,859.16128
1570.2615,1393.33796,1100.81456
1741.35491,1880.36794,373.53054
1689.87212,1027.92097,802.39389
1063.48758,97.16862,185.94583
1263.77697,1487.06288,402.61173
334.3642,107.46442,1248.33538
1628.20308,1518.72181,1303.34346
1590.1189,55.6456,891.5687
68.89721,415.89807,92.49809
485.26672,1023.96388,1036.67661
1428.46256,1317.08811,1510.65894
1706.28099,99.91118,512.76595
1530.94566,898.75487,170.95554
919.89738,1660.93144,461.83758
866.02987,1547.86054,1272.41799
184.78253,405.72933,452.87652
485.66793,1118.20599,297.88028
1880.88715,1539.62985,55.8652
97.35071,1274.04445,1845.78547
1769.79046,1900.51686,1279.97748
1427.08036,1084.25965,550.48709
527.65494,1065.42644,1773.34974
219.09599,1627.67634,396.59288
407.20271,1546.33059,1063.6305
1144.66323,1231.03166,177.44444
573.41196,1022.56868,1120.82699
700.57562,830.3326,1978.13797
341.14401,342.16358,1466.8907
695.70526,506.20152,1776.04803
44.48092,465.48934,446.237
1702.30775,1027.99847,1867.78328
1138.32828,1062.63822,276.52458
1794.78481,1372.60541,181.12793
1433.15005,827.05462,1179.29734
407.04096,1501.95033,1552.90554
1760.69654,1039.72011,459.43592
47.17871,1284.7983,1388.09724
651.4907,324.71673,29.93595
760.28738,272.60293,1919.6127
113.60613,1397.37031,1626.83321
1716.16826,503.69293,1269.87568
1268.66808,61.13738,1995.4283
312.07865,339.53203,1786.17687
1438.3366,1489.82514,1669.76143
500.92492,410.411,253.93543
619.95535,467.05081,1993.33648
64.00307,754.06758,1319.5534
97.18407,533.96436,911.19697
1340.47332,780.74475,1064.39513
607.68206,1382.40825,8.77832
429.62616,1515.8843,670.62587
1135.44858,519.08259,1833.40092
1618.5463,1571.50664,687.28009
9.65378,39.0316,1290.03432
457.29177,603.89274,968.51676
157.10143,237.28379,1001.05559
839.27003,647.04999,278.30559
414.2039,859.7387,504.46575
1201.37582,656.09148,600.20366
1176.59106,1128.17794,328.17404
1285.46588,1181.12527,1334.42951
1162.83449,1174.93356,1945.08691
1473.32946,405.45011,680.17689
1375.79162,1539.25039,1296.46327
1307.1291,1929.31798,400.41929
17.57846,934.54309,1931.85962
1072.99632,1211.6198,1157.71044
1893.61332,451.23178,730.69334
1659.3976,17.92557,124.0422
717.9532,899.27579,582.00976
985.73185,1446.53525,1296.73587
1440.1992,22.40316,1950.0147
795.82899,837.31351,1778.04815
235.90122,211.2169,1443.33982
45.45111,1323.80812,1059.58684
498.6988,1388.2068,475.1328
951.6524,1448.79597,1681.60458
301.60383,943.78934,1079.76413
